dates,ID,turno,linea_utilizada,produccion,piezas_a_scrap,apellido,nombre
"Dec 22, 2025",1897,Mañana,Linea 2,163,12,Sánchez,Miguel
"Dec 22, 2025",1898,Tarde,Linea 2,200,0,Rodríguez,Laura
"Dec 22, 2025",1899,Noche,Linea 2,151,1,Martínez,Ana
"Dec 23, 2025",1900,Mañana,Linea 2,188,2,Díaz,Antonio
"Dec 23, 2025",1901,Tarde,Linea 2,225,3,Pérez,Carmen
"Dec 23, 2025",1902,Noche,Linea 2,176,4,González,Luis
"Dec 24, 2025",1903,Mañana,Linea 2,213,5,García,Carlos
"Dec 24, 2025",1904,Tarde,Linea 2,164,6,Torres,Javier
"Dec 24, 2025",1905,Noche,Linea 2,201,7,Flores,Rosa
"Dec 25, 2025",1906,Mañana,Linea 2,152,8,Hernández,María
"Dec 25, 2025",1907,Tarde,Linea 2,189,9,Ruiz,Francisco
"Dec 25, 2025",1908,Noche,Linea 2,226,10,Ramírez,Elena
"Dec 26, 2025",1909,Mañana,Linea 2,177,11,Fernández,José
"Dec 26, 2025",1910,Tarde,Linea 2,214,12,López,Pedro
"Dec 26, 2025",1911,Noche,Linea 2,165,0,Morales,Patricia
"Dec 27, 2025",1912,Mañana,Linea 2,202,1,Sánchez,Miguel
"Dec 27, 2025",1913,Tarde,Linea 2,153,2,Rodríguez,Laura
"Dec 27, 2025",1914,Noche,Linea 2,190,3,Martínez,Ana
"Dec 28, 2025",1915,Mañana,Linea 2,227,4,Díaz,Antonio
"Dec 28, 2025",1916,Tarde,Linea 2,178,5,Pérez,Carmen
"Dec 28, 2025",1917,Noche,Linea 2,215,6,González,Luis
"Dec 29, 2025",1918,Mañana,Linea 2,166,7,García,Carlos
"Dec 29, 2025",1919,Tarde,Linea 2,203,8,Torres,Javier
"Dec 29, 2025",1920,Noche,Linea 2,154,9,Flores,Rosa
"Dec 30, 2025",1921,Mañana,Linea 2,191,10,Hernández,María
"Dec 30, 2025",1922,Tarde,Linea 2,228,11,Ruiz,Francisco
"Dec 30, 2025",1923,Noche,Linea 2,179,12,Ramírez,Elena
